page,bid_number,bidder,amount,value,accepted,rejected,errors,city,state
37,61,Carpenter & Vermilye,50,93.01,,50,,New York,NY
37,61,Carpenter & Vermilye,5,93.25,,5,,New York,NY
37,61,Carpenter & Vermilye,5,93.5,,5,,New York,NY
37,62,James Lynch,25,92.75,,25,,New York,NY
37,62,James Lynch,15,92.62,,15,,New York,NY
37,62,James Lynch,10,92.51,,10,,New York,NY
37,63,W. Anthons & Le Roys,30,93.51,,30,,New York,NY
37,63,W. Anthons & Le Roys,5,93.25,,5,,New York,NY
37,63,W. Anthons & Le Roys,5,93,,5,,New York,NY
37,64,E. Morrison,10,92.15,,10,,New York,NY
37,64,E. Morrison,10,92.35,,10,,New York,NY
37,64,E. Morrison,10,92.46,,10,,New York,NY
37,64,E. Morrison,10,92.74,,10,,New York,NY
37,64,E. Morrison,10,92.84,,10,,New York,NY
37,64,E. Morrison,10,92.93,,10,,New York,NY
37,64,E. Morrison,10,93.06,,10,,New York,NY
37,64,E. Morrison,10,93.15,,10,,New York,NY
37,64,E. Morrison,10,93.25,,10,,New York,NY
37,64,E. Morrison,10,93.37,,10,,New York,NY
37,64,E. Morrison,10,93.41,,10,,New York,NY
38,65,Richard Van Buskirk,10,91.55,,10,,New York,NY
38,66,Bank North America,50,93.26,,50,,New York,NY
38,66,Bank North America,50,93.31,,50,,New York,NY
38,66,Bank North America,25,93.36,,25,,New York,NY
38,66,Bank North America,25,93.41,,25,,New York,NY
38,66,Bank North America,50,93.46,,50,,New York,NY
38,66,Bank North America,50,93.51,,50,,New York,NY
38,67,Charles Allandree,10,93.33,,10,,New York,NY
38,67,Charles Allandree,2,91,,2,,New York,NY
38,68,Clement Remington,100,91.5,,100,,New York,NY
38,69,"Bliss, Williams & Co.",50,93.5,,50,,New York,NY
38,69,"Bliss, Williams & Co.",25,93.25,,25,,New York,NY
38,69,"Bliss, Williams & Co.",25,93,,25,,New York,NY
38,69,"Bliss, Williams & Co.",25,92.75,,25,,New York,NY
38,69,"Bliss, Williams & Co.",25,92.5,,25,,New York,NY
38,70,George C. Seawall,5,87.5,,5,,New York,NY
38,70,George C. Seawall,5,85,,5,,New York,NY
38,71,Harris & Co,10,93,,10,,Philadelphia,PA
38,72,G.S. Robins & Son,70,89.25,,70,,New York,NY
38,72,G.S. Robins & Son,70,90.25,,70,,New York,NY
38,72,G.S. Robins & Son,70,92.5,,70,,New York,NY
38,73,Spencer K. Green,10,92.3,,10,,New York,NY
38,73,Spencer K. Green,10,92.7,,10,,New York,NY
38,74,Wm. & John O'Brien,10,92,,10,,New York,NY
38,74,Wm. & John O'Brien,25,90.26,,25,,New York,NY
38,74,Wm. & John O'Brien,6,90.51,,6,,New York,NY
38,74,Wm. & John O'Brien,25,90.56,,25,,New York,NY
38,74,Wm. & John O'Brien,25,90.76,,25,,New York,NY
38,74,Wm. & John O'Brien,35,91.03,,35,,New York,NY
38,74,Wm. & John O'Brien,30,91.16,,30,,New York,NY
38,74,Wm. & John O'Brien,25,91.5,,25,,New York,NY
38,74,Wm. & John O'Brien,65,91,,65,,New York,NY
39,74,Wm. & John O'Brien,10,91.25,,10,,New York,NY
39,75,Harris B. Dick,5,93,,5,,New York,NY
39,75,Harris B. Dick,5,91.75,,5,,New York,NY
39,76,B.C. Wandell,2,91.6,,2,,New York,NY
39,76,B.C. Wandell,2,91.9,,2,,New York,NY
39,76,B.C. Wandell,2,92.1,,2,,New York,NY
39,76,B.C. Wandell,2,92.6,,2,,New York,NY
39,76,B.C. Wandell,2,92.9,,2,,New York,NY
39,77,Simon Robitscher,4,90.25,,4,,New York,NY
39,78,C.R. Marvin & Son,5,92.5,,5,,New York,NY
39,78,C.R. Marvin & Son,5,92.56,,5,,New York,NY
39,78,C.R. Marvin & Son,5,92.61,,5,,New York,NY
39,78,C.R. Marvin & Son,5,92.66,,5,,New York,NY
39,79,Mechanics and Traders' Bank,20,93.5,,20,,Jersey City,NJ
39,80,Henry M. Barnes,10,93.25,,10,,Philadelphia,PA
39,81,R.R. Robinson & Co,33,93.01,,33,,Wilmington,DE
39,82,Ocean Bank,25,92.25,,25,,New York,NY
39,82,Ocean Bank,25,92.45,,25,,New York,NY
39,82,Ocean Bank,25,92.65,,25,,New York,NY
39,82,Ocean Bank,25,92.85,,25,,New York,NY
39,82,Ocean Bank,50,93,,50,,New York,NY
39,82,Ocean Bank,50,93.25,,50,,New York,NY
39,83,R.M. Fairbairn,5,92.61,,5,,New York,NY
39,84,"Bank of Milwaukie, by J.C. Van Vleeck",25,93.2,,25,,New York,NY
39,84,"Bank of Milwaukie, by J.C. Van Vleeck",25,93.4,,25,,New York,NY
39,84,"Bank of Milwaukie, by J.C. Van Vleeck",25,93.5,,25,,New York,NY
39,84,"Bank of Milwaukie, by J.C. Van Vleeck",25,93.6,,25,,New York,NY
39,85,"Merritt, Strang & Co",25,93.17,,25,1,New York,NY
39,86,Howland & Apsinwall,100,92.56,,100,,New York,NY
39,86,Howland & Apsinwall,100,93.17,,100,,New York,NY
39,87,R.R. Graves & Co,10,93.17,,10,,New York,NY
39,87,R.R. Graves & Co,10,93,,10,,New York,NY
39,87,R.R. Graves & Co,10,93,,10,,New York,NY
39,88,Allan Melville,50,93.17,,50,,New York,NY
39,89,Park & Dalton,50,93.17,,50,,New York,NY
39,90,Wm & John O'Brien,56,93.17,,56,,New York,NY
39,91,T.J. Mason,10,92.16,,10,,New York,NY
39,91,T.J. Mason,10,92.36,,10,,New York,NY
40,91,T.J. Mason,10,92.56,,10,,New York,NY
40,91,T.J. Mason,10,92.76,,10,,New York,NY
40,91,T.J. Mason,10,92.96,,10,,New York,NY
40,91,T.J. Mason,25,93.11,,25,,New York,NY
40,92,G.W. Welsh,4,92.5,,4,,New York,NY
40,92,G.W. Welsh,4,92.75,,4,,New York,NY
40,92,G.W. Welsh,6,93,,6,,New York,NY
40,93,Van Antwerp & Co,20,93.17,,20,,New York,NY
40,93,Van Antwerp & Co,30,93.22,,30,,New York,NY
40,93,Van Antwerp & Co,20,93.28,,20,,New York,NY
40,93,Van Antwerp & Co,10,93.33,,10,,New York,NY
40,93,Van Antwerp & Co,10,93.36,,10,,New York,NY
40,93,Van Antwerp & Co,10,93.42,,10,,New York,NY
40,94,B. Usher,5,93.48,,5,,New York,NY
40,94,B. Usher,5,93.52,,5,,New York,NY
40,95,W.H. Solcum,2,92.75,,2,,New York,NY
40,96,Lawrence & Co.,5,90,,5,,New London,CT
40,96,Lawrence & Co.,5,91.05,,5,,New London,CT
40,96,Lawrence & Co.,5,93.01,,5,,New London,CT
40,96,Lawrence & Co.,5,93.05,,5,,New London,CT
40,97,Edward Learned,15,93.26,,15,,New York,NY
40,97,Edward Learned,15,93.11,,15,,New York,NY
40,97,Edward Learned,20,92.96,,20,,New York,NY
40,97,Edward Learned,30,92.76,,30,,New York,NY
40,97,Edward Learned,20,92.51,,20,,New York,NY
40,98,J.G. Hansom,3,92.75,,3,,New York,NY
40,98,J.G. Hansom,2,93.12,,2,,New York,NY
40,99,Ward & Co.,10,91.63,,10,,New York,NY
40,99,Ward & Co.,10,91.88,,10,,New York,NY
40,99,Ward & Co.,15,92.75,,15,,New York,NY
40,99,Ward & Co.,10,93.01,,10,,New York,NY
40,99,Ward & Co.,10,90,,10,,New York,NY
41,99,Ward & Co.,5,90.5,,5,,New York,NY
41,99,Ward & Co.,5,91.5,,5,,New York,NY
41,99,Ward & Co.,5,92.5,,5,,New York,NY
41,99,Ward & Co.,10,93,,10,,New York,NY
41,99,Ward & Co.,3,91.25,,3,,New York,NY
41,99,Ward & Co.,500,93.13,,500,,New York,NY
41,100,James T. Bingham,40,91.27,,40,,Philadelphia,PA
41,100,James T. Bingham,30,91.77,,30,,Philadelphia,PA
41,100,James T. Bingham,30,92.07,,30,,Philadelphia,PA
41,101,Field & McLean,100,93.17,,100,,New York,NY
41,102,"Livermore, Clews & Mason",800,93.17,,800,,New York,NY
41,103,S.S. Richards,10,93.07,,10,,New York,NY
41,104,Samuel C. Moore,50,93.25,,50,,New York,NY
41,105,Washington Mills,5,90.21,,5,,New York,NY
41,105,Washington Mills,5,90.61,,5,,New York,NY
41,105,Washington Mills,5,91.21,,5,,New York,NY
41,105,Washington Mills,5,91.61,,5,,New York,NY
41,105,Washington Mills,5,92.21,,5,,New York,NY
41,106,Emigrant Industrial Savings Bank,100,92.5,,100,,New York,NY
41,106,Emigrant Industrial Savings Bank,75,93,,75,,New York,NY
41,106,Emigrant Industrial Savings Bank,75,93.25,,75,,New York,NY
41,107,J.H. Barringer,10,93.5,,10,,New York,NY
41,108,E.L. Bolles,10,93.3,,10,,New York,NY
41,109,Sherman & Romain,20,91.76,,20,,New York,NY
41,109,Sherman & Romain,20,92.01,,20,,New York,NY
41,109,Sherman & Romain,10,92.26,,10,,New York,NY
41,109,Sherman & Romain,10,92.51,,10,,New York,NY
41,110,Charles C. Adams,10,91.25,,10,,New York,NY
41,110,Charles C. Adams,10,92,,10,,New York,NY
41,111,Hugh Whittell,10,92.51,,10,,New York,NY
41,111,Hugh Whittell,10,92.11,,10,,New York,NY
41,112,John J. Angerene,10,92.3,,10,,New York,NY
41,113,John P. Elton,10,92.27,,10,,Waterbury,CT
41,113,John P. Elton,5,92.68,,5,,Waterbury,CT
41,113,John P. Elton,5,93.38,,5,,Waterbury,CT
41,114,"C.F. Knowlson, cashier",10,92.06,,10,,New York,NY
41,114,"C.F. Knowlson, cashier",10,92.56,,10,,New York,NY
41,114,"C.F. Knowlson, cashier",10,92.76,,10,,New York,NY
41,114,"C.F. Knowlson, cashier",10,92.86,,10,,New York,NY
42,114,"C.F. Knowlson, cashier",10,93.16,,10,,New York,NY
42,115,Samuel M. Pon,10,92.5,,10,,New York,NY
42,116,Kissam & Taylor,5,92.73,,5,,New York,NY
42,116,Kissam & Taylor,5,92.97,,5,,New York,NY
42,116,Kissam & Taylor,5,93.07,,5,,New York,NY
42,116,Kissam & Taylor,5,93.2,,5,,New York,NY
42,117,Adolph Tuska,1,92.5,,1,,New York,NY
42,118,Samuel Bobke,4,92,,4,,New York,NY
42,119,Francis P. Fernall,5,90,,5,,New York,NY
42,119,Francis P. Fernall,5,90.15,,5,,New York,NY
42,119,Francis P. Fernall,5,91,,5,,New York,NY
42,119,Francis P. Fernall,5,92.5,,5,,New York,NY
42,120,E.L. Monroe,20,91.5,,20,,New York,NY
42,120,E.L. Monroe,10,91.75,,10,,New York,NY
42,120,E.L. Monroe,5,92.01,,5,,New York,NY
42,120,E.L. Monroe,5,92.25,,5,,New York,NY
42,120,E.L. Monroe,5,92.5,,5,,New York,NY
42,120,E.L. Monroe,5,92.75,,5,,New York,NY
42,121,Henry Keep,20,93.01,,20,,New York,NY
42,121,Henry Keep,20,93.1,,20,,New York,NY
42,121,Henry Keep,20,93.21,,20,,New York,NY
42,121,Henry Keep,20,93.31,,20,,New York,NY
42,121,Henry Keep,20,93.41,,20,,New York,NY
42,122,John. B. Budd,10,92.6,,10,,Philadelphia,PA
42,122,John. B. Budd,10,92.8,,10,,Philadelphia,PA
42,122,John. B. Budd,10,93.05,,10,,Philadelphia,PA
42,123,John Benkendorf,27,92.51,,27,,New York,NY
42,124,Robert Somerville,10,92.5,,10,,New York,NY
42,124,Robert Somerville,10,92.75,,10,,New York,NY
42,124,Robert Somerville,10,93,,10,,New York,NY
42,124,Robert Somerville,10,93.5,,10,,New York,NY
42,124,Robert Somerville,6,93.75,,6,,New York,NY
43,125,James Gallatin,150,93.75,,150,,New York,NY
43,126,Evander Childs,2,92.25,,2,,New York,NY
43,127,J.M. Williams,10,93,,10,,New York,NY
43,127,J.M. Williams,10,93.03,,10,,New York,NY
43,127,J.M. Williams,10,93.17,,10,,New York,NY
43,127,J.M. Williams,10,93.26,,10,,New York,NY
43,127,J.M. Williams,10,93.5,,10,,New York,NY
43,128,Richard Van Buskirk,10,92.05,,10,,New York,NY
43,129,Taylor Brothers,10,91.16,,10,,New York,NY
43,129,Taylor Brothers,10,91.75,,10,,New York,NY
43,129,Taylor Brothers,10,92.16,,10,,New York,NY
43,129,Taylor Brothers,5,92.55,,5,,New York,NY
43,129,Taylor Brothers,5,93.1,,5,,New York,NY
43,129,Taylor Brothers,10,93.25,,10,,New York,NY
43,129,Taylor Brothers,10,93.55,,10,,New York,NY
43,130,Dater & Timpson,20,93.17,,20,,New York,NY
43,130,Dater & Timpson,30,93.22,,30,,New York,NY
43,130,Dater & Timpson,30,93.28,,30,,New York,NY
43,130,Dater & Timpson,10,93.33,,10,,New York,NY
43,130,Dater & Timpson,10,93.36,,10,,New York,NY
43,130,Dater & Timpson,10,93.42,,10,,New York,NY
43,131,Clarkson Brothers,10,93.25,,10,,New York,NY
43,131,Clarkson Brothers,5,93.12,,5,,New York,NY
43,131,Clarkson Brothers,37,93.17,,37,,New York,NY
43,131,Clarkson Brothers,10,93.07,,10,,New York,NY
43,131,Clarkson Brothers,13,92.53,,13,,New York,NY
43,132,John T. Johnson,50,92.53,,50,,New York,NY
43,132,John T. Johnson,50,93.03,,50,,New York,NY
43,133,A.M. Lyon,10,93.57,,10,,New York,NY
43,134,R.W. House,25,92.25,,25,,New York,NY
43,134,R.W. House,25,92.5,,25,,New York,NY
43,134,R.W. House,25,92.75,,25,,New York,NY
43,134,R.W. House,25,93.01,,25,,New York,NY
43,135,Eliza D. Delavan,14,93.5,,14,,New York,NY
43,136,Eaton Loan and Trust Company,25,93.13,,25,,Waterbury,CT
43,136,Robert M. Mason,30,93.13,,30,,Boston,MA
43,136,A.S. Beckwith,50,93.13,,50,,Hartford,CT
43,136,Robert Buel & Son,5,93.13,,5,,Hartford,CT
44,136,Connecticut Mutual Live Insurance Company,50,93.13,,50,,Hartford,CT
44,136,H. Staples,5,93.13,,5,,Saugatuck,MI
44,136,George M. Ives,5,93.13,,5,,Stafford Springs,CT
44,136,John W. Leeds,25,93.13,,25,,Stamford,CT
44,136,"H. Alexander, Jr. ",15,93.13,,15,,Springfield,MA
44,136,H.U. Case,15,93.13,,15,,Springfield,MA
44,136,Franklin Savings Institution,5,93.13,,5,,Greenfield,
44,136,J.H. Watkinson,20,93.13,,20,,Middletown,CT
44,136,Middletown Savings Bank,30,93.13,,30,,Middletown,CT
44,136,L.D. Van Sands,10,93.13,,10,,Middletown,CT
44,136,E.S. Hubbard,1,93.13,,1,,Middletown,CT
44,136,C. Spooner,10,93.13,,10,,Bridgeport,CT
44,136,City Savings Bank,11,93.13,,11,,Bridgeport,CT
44,136,Bridgeport Savings Bank,10,93.13,,10,,Bridgeport,CT
44,136,P.C. Calhoun,20,93.13,,20,,Bridgeport,CT
44,136,A Benson & Co,50,93.13,,50,,Philadelphia,PA
44,136,Shoe and Leather Bank,150,93.13,,150,,New York,NY
44,136,Charles Rushmore,550,93.13,,550,,New York,NY
44,136,Ketchum Sons,545,93.13,,545,,New York,NY
44,136,Frank Vincent,6,93.13,,6,,New York,NY
44,136,Theodore De Hone,25,93.13,,25,,New York,NY
44,136,St. Nicholas Bank,50,93.13,,50,,New York,NY
44,136,M.M. Freeman & Co,50,93.13,,50,,New York,NY
44,136,Terry Brothers,25,93.13,,25,,New York,NY
44,136,C.G. Clark,30,93.13,,30,,New York,NY
44,136,J.N. Phelps,50,93.13,,50,,New York,NY
44,136,"F. Marquon, president",5,93.13,,5,,New York,NY
44,136,Continental Insurance Company,30,93.13,,30,,New York,NY
44,136,Messenger & Wright,5,93.13,,5,,New York,NY
44,136,E.C. Ely,25,93.13,,25,,New York,NY
44,136,"John Mortimer, Jr. ",15,93.13,,15,,New York,NY
45,136,E.A. Benedict,10,93.13,,10,,New York,NY
45,136,"J. Peirpont Morgan, for others",50,93.13,,50,,New York,NY
45,136,John P. Coffin,30,93.13,,30,,New York,NY
45,136,George Opdyke,25,93.13,,25,,New York,NY
45,136,S.B. Chittenden,15,93.13,,15,,New York,NY
45,136,J.D. Vermilye,225,93.13,,225,,New York,NY
45,136,Mason Thompson,40,93.13,,40,,New York,NY
45,136,H.K. Skelding,3,93.13,,3,,New York,NY
45,136,Home Insurance Company,20,93.13,,20,,New York,NY
45,136,Joseph Lawrence,100,93.13,,100,,New York,NY
45,136,Ezra White,20,93.13,,20,,New York,NY
45,136,Account of Etna Insurance Company,100,93.13,,100,,New York,NY
45,136,Nash Moseman,75,93.13,,75,,New York,NY
45,136,Meigs & Greenleaf,140,93.13,,140,,New York,NY
45,136,E. Sweet,20,93.13,,20,,New York,NY
45,136,Underhill & Haven,80,93.13,,80,,New York,NY
45,136,"De Launey, Clark & Co",300,93.13,,300,,New York,NY
